"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.292257179E0,1.673611104E-1,3.941054642E-2,5.600166321E-2,1.808289765E-1
6.300451448E0,4.315711558E-2,-8.513702452E-2,1.050949097E-2,9.602759484E-2
6.308625678E0,7.885680348E-2,-8.981423080E-2,3.328323364E-3,1.195661710E-1
6.316799486E0,-5.725715309E-2,-2.046287060E-2,9.307861328E-4,6.081099421E-2
6.324974140E0,-5.268746987E-2,8.025114238E-2,3.684520721E-2,1.028289095E-1
6.333148755E0,-1.552464664E-1,5.393757671E-2,-1.343727112E-2,1.648978101E-1
6.341324486E0,-8.589401096E-2,-1.057478786E-2,6.796455383E-2,1.100399375E-1
6.349521101E0,-1.925231665E-1,-7.510680705E-2,-5.654430389E-2,2.142509286E-1
6.357696678E0,-6.761386245E-2,-3.419504315E-2,9.428501129E-2,1.209570119E-1
6.365871178E0,-8.822259307E-2,1.614716649E-2,-5.177021027E-2,1.035572865E-1
6.374046255E0,3.675549477E-2,6.415705383E-2,4.399204254E-2,8.603716499E-2
6.382221178E0,2.511070669E-2,2.036765218E-3,-1.826190948E-2,3.111580532E-2
6.390396294E0,9.941662848E-2,-4.812303185E-2,3.680324554E-2,1.164215233E-1
6.398570217E0,6.395349503E-1,9.096219540E-1,1.411490440E0,1.796864579E0
6.406744486E0,-4.964014143E-2,2.876094282E-1,-6.414392948E0,6.421029530E0
6.414917870E0,1.643615514E-1,-8.422738910E-1,-3.505233765E0,3.608753770E0
6.423091909E0,4.117628932E-2,6.611746550E-1,3.433286667E0,3.496613326E0
6.431265486E0,-1.648455858E-2,5.054490566E-1,2.106962204E-1,5.478534355E-1
6.439438755E0,-2.282671928E-1,3.245286047E-1,-4.309864044E-1,5.858105559E-1
6.447632793E0,1.419691443E-1,-9.598309547E-2,5.410242081E-1,5.675166837E-1
6.455809063E0,-6.637308002E-1,-6.189683080E-1,1.243944168E-1,9.160427459E-1
6.463983601E0,-2.691864371E-1,-3.379719555E-1,-8.859987259E-1,9.857383643E-1
6.472157678E0,-2.186919153E-1,1.460532099E-1,4.116487503E-1,4.884796695E-1
6.480331255E0,-7.485385239E-2,4.219334126E-1,2.488307953E-1,4.955276668E-1
6.488504101E0,-1.572794914E-1,4.614925385E-2,-4.526891708E-1,4.814499740E-1
6.496677139E0,1.716915965E-1,-3.450862169E-1,3.948535919E-1,5.517896886E-1
6.504850832E0,1.327660680E-2,-4.160894156E-1,-2.707748413E-1,4.966142212E-1
6.513024408E0,2.121827006E-1,-2.403722703E-1,-4.094886780E-2,3.232292322E-1
6.521197216E0,4.472154379E-2,1.766381562E-1,9.320259094E-3,1.824497792E-1
6.529372101E0,2.621479332E-2,2.341038287E-1,-7.927417755E-2,2.485482110E-1
6.537559139E0,-6.463020295E-2,-2.181287110E-2,1.505632401E-1,1.652941431E-1
6.545752254E0,-1.861667037E-1,-2.653887570E-1,5.477809906E-2,3.287702451E-1
6.553927254E0,-2.644140720E-1,-2.812928557E-1,-1.104459763E-1,4.015454966E-1
6.562103024E0,-2.559549809E-1,-3.630199283E-2,1.121854782E-1,2.818090993E-1
6.570277754E0,-2.686113417E-1,1.532887518E-1,-2.670764923E-2,3.104235701E-1
6.578453177E0,-1.781575680E-1,6.983566284E-2,2.114772797E-2,1.925210774E-1
6.586627485E0,-5.009011924E-2,-8.725719154E-2,6.900215149E-2,1.220005509E-1
6.594801331E0,-3.640020639E-2,-2.323253155E-1,-1.034173965E-1,2.568952805E-1
6.602976600E0,7.668243349E-2,-9.737404436E-2,9.288692474E-2,1.548866712E-1
6.611150408E0,5.150977522E-2,3.752769530E-2,-2.445602417E-2,6.826186326E-2
6.619323793E0,1.187251061E-1,8.100435138E-2,2.342033386E-2,1.456223465E-1
6.627497870E0,1.150999218E-2,-4.556158930E-2,1.861572266E-3,4.702981810E-2
6.635692293E0,-2.898175269E-2,-1.381971389E-1,2.818393707E-2,1.439886298E-1
6.643867177E0,-1.500640512E-1,-1.563743949E-1,-2.690982819E-2,2.183948481E-1
6.652044446E0,-1.420344114E-1,-4.273689538E-2,5.207157135E-2,1.571994427E-1
6.660221946E0,-1.980632544E-1,5.140200257E-2,1.373577118E-2,2.050850799E-1
6.668399485E0,-1.746972501E-1,3.060118854E-2,5.201148987E-2,1.848262888E-1
6.676575023E0,-1.747202575E-1,-7.621704787E-2,-3.422164917E-2,1.936680873E-1
6.684750369E0,-7.423448563E-2,-1.419861764E-1,2.319526672E-2,1.618914869E-1
6.692926446E0,-5.334826559E-2,-8.522563428E-2,3.997802734E-3,1.006251887E-1
6.701104254E0,3.635980189E-2,1.894593239E-3,2.791404724E-2,4.587830326E-2
6.709280292E0,3.940592706E-2,2.163720131E-2,3.956794739E-3,4.512927866E-2
6.717454985E0,7.084774971E-2,-3.053700924E-2,3.028202057E-2,8.287890770E-2
6.725630023E0,1.594186574E-2,-1.041698307E-1,2.787780762E-2,1.090076551E-1
6.733826292E0,-1.950644702E-2,-9.401714802E-2,1.110553741E-2,9.665949802E-2
6.742020908E0,-5.241936445E-1,-4.308782816E-1,-5.883435249E0,5.922435766E0
6.750198254E0,7.041054368E-1,-1.469679236E0,1.000193501E1,1.013382580E1
6.758375523E0,-1.143028736E-1,7.902825475E-1,9.922027588E-1,1.273608247E0
6.766552946E0,4.347448349E-1,-4.160722196E-1,-2.613405704E0,2.681792039E0
6.774728600E0,8.217035979E-2,2.696182132E-1,-9.278001785E-1,9.696695933E-1
6.782904177E0,3.064466119E-1,8.875050545E-1,7.984304428E-1,1.232503923E0
6.791098946E0,2.195420563E-1,3.804904819E-1,-4.681015015E-1,6.419429390E-1
6.799275061E0,9.958259761E-2,-4.810190201E-1,2.746677399E-2,4.919861940E-1
6.807449061E0,-3.322192729E-1,-5.059389472E-1,2.979793549E-1,6.746373540E-1
6.815625061E0,-1.028536856E-1,-3.015293777E-1,-5.783042908E-1,6.602535111E-1
6.823802792E0,-1.029691249E-1,2.974348068E-1,3.769788742E-1,4.911040385E-1
6.831979907E0,-1.304118633E-1,5.636603236E-1,-4.155187607E-1,7.123033448E-1
6.840174715E0,-1.789917946E-1,1.397806406E-1,1.207675934E-1,2.572187816E-1
6.848347638E0,1.759938896E-3,-3.715865612E-1,9.682559967E-2,3.839985242E-1
6.856522753E0,-9.311930835E-2,-4.143194854E-1,-2.862596512E-1,5.121293093E-1
6.864698176E0,1.026081964E-1,-1.450002939E-2,3.625745773E-1,3.770928492E-1
6.872873792E0,5.278225243E-2,2.247550637E-1,-8.753776550E-2,2.469082121E-1
6.881048407E0,1.825585961E-1,1.696158946E-1,-8.275222778E-2,2.625740351E-1
6.889223676E0,4.841432720E-2,-7.185043395E-2,5.610847473E-2,1.032210873E-1
6.897398484E0,3.330491483E-3,-1.766589433E-1,6.088638306E-2,1.868866664E-1
6.905573061E0,-1.063052416E-1,-1.043940187E-1,-7.080459595E-2,1.649612267E-1
6.913748638E0,-4.654075578E-2,1.040608585E-1,1.063661575E-1,1.559117176E-1
6.921922830E0,-1.991000772E-1,1.259320974E-1,-1.210927963E-1,2.648833691E-1
6.930096907E0,-1.006912068E-1,6.377502531E-2,5.128669739E-2,1.297547621E-1
6.938289522E0,-1.695973873E-1,-1.392781436E-1,9.984970093E-4,2.194599555E-1
6.946462984E0,-8.218120039E-2,-1.510732621E-1,-6.196975708E-3,1.720909141E-1
6.954637291E0,-6.025699526E-2,-1.407445222E-2,6.562042236E-2,9.019443173E-2
6.962813099E0,7.437393069E-3,1.176771671E-1,-8.606910706E-3,1.182256714E-1
6.970988522E0,5.067747086E-2,8.186256886E-2,5.124664307E-2,1.090683486E-1
6.979164445E0,6.050907820E-2,-4.258334637E-2,3.359794617E-3,7.406738927E-2
6.987338637E0,3.185578436E-2,-1.211617589E-1,-2.777099609E-2,1.283206571E-1
6.995513753E0,1.520982385E-2,-7.073945552E-2,-8.620262146E-3,7.286781339E-2
7.003687907E0,-2.094530314E-2,5.147299170E-2,2.250671387E-2,5.995604030E-2
7.011861214E0,-8.050265908E-2,7.054045051E-2,2.011013031E-2,1.089084506E-1
7.020035907E0,-7.557164133E-2,8.541241288E-3,2.489376068E-2,8.002327847E-2
7.028225560E0,-1.085660905E-1,-8.701094240E-2,-2.299594879E-2,1.410188419E-1
7.036418483E0,-8.196105808E-2,-6.753534079E-2,6.079578400E-2,1.223714209E-1
7.044592868E0,-9.314624965E-2,-2.726018429E-3,-2.301025391E-2,9.598503417E-2
7.052767983E0,-2.812366188E-2,6.447523087E-2,8.110046387E-3,7.080796993E-2
7.060943791E0,-3.457735479E-2,2.159732580E-2,-6.264686584E-3,4.124662706E-2
7.069120368E0,4.215788096E-2,-3.317630291E-2,2.725124359E-2,6.017129115E-2
7.077297060E0,2.547364682E-2,-7.606982440E-2,-2.063751221E-2,8.283375988E-2
7.085472906E0,3.993032873E-2,-2.574742585E-2,2.485179901E-2,5.361877474E-2
7.093649906E0,1.870006323E-3,2.940847725E-2,9.069442749E-4,2.948182500E-2
7.101826252E0,1.801937819E-3,3.415995091E-2,2.963829041E-2,4.526121391E-2
7.110002752E0,-6.495253742E-2,-3.508611023E-2,-3.884315491E-3,7.392533500E-2
7.118178945E0,-5.517040938E-2,-6.131883711E-2,1.766109467E-2,8.435453823E-2
7.126376560E0,-9.802101552E-2,-3.946122527E-2,-3.892898560E-3,1.057377059E-1
7.134552368E0,-5.937371030E-2,1.339059323E-2,2.722740173E-2,6.667740897E-2
7.142728483E0,-7.566998154E-2,2.788748592E-2,-6.297111511E-3,8.089073860E-2
7.150904868E0,-4.533376098E-1,-2.997745275E-1,-5.745206833E0,5.770856202E0
7.159081675E0,1.318473101E0,-1.584727168E0,2.326334953E1,2.335451055E1
7.167258868E0,-1.280546784E-1,-1.407586634E-1,3.015699387E0,3.021697171E0
7.175435367E0,2.621022463E-1,-7.751300335E-1,-2.459808826E0,2.592331695E0
7.183612214E0,5.077507496E-1,2.950786352E-1,9.879627228E-1,1.149327006E0
7.191789252E0,3.269739151E-1,1.097178340E0,4.732017517E-1,1.238802708E0
7.199965790E0,2.794871032E-1,4.426320493E-1,-4.078884125E-1,6.636332790E-1
7.208141867E0,1.369546950E-1,-4.645636678E-1,-3.923034668E-2,4.859166698E-1
7.216318098E0,-4.501089156E-1,-6.739801168E-1,2.408533096E-1,8.454924899E-1
7.224516175E0,-2.243873924E-1,-3.738127351E-1,-5.277032852E-1,6.845118114E-1
7.232711944E0,-1.911760569E-1,2.922546268E-1,3.940610886E-1,5.265407801E-1
7.240886598E0,-2.618418634E-1,6.112516522E-1,-8.184432983E-3,6.650238558E-1
7.249061867E0,-2.336532474E-1,1.350945830E-1,-3.933334351E-2,2.727480491E-1
7.257236021E0,4.530907422E-2,-4.263158441E-1,1.354398727E-1,4.496021244E-1
7.265410675E0,-5.393496156E-2,-4.686570168E-1,-3.146924973E-1,5.670800184E-1
7.273586790E0,1.612128317E-1,-4.378064722E-2,1.713199615E-1,2.392840392E-1
7.281786944E0,9.930600971E-2,2.966061234E-1,-7.050418854E-2,3.206364244E-1
7.289962675E0,2.071658969E-1,2.059520781E-1,-2.261323929E-1,3.694182270E-1
7.298138636E0,1.015814915E-1,-7.145583630E-2,1.186313629E-1,1.717502146E-1
7.306314175E0,-8.582077920E-3,-2.670468688E-1,6.094932556E-3,2.672542430E-1
7.314487252E0,-1.567625552E-1,-1.632390916E-1,5.636024475E-2,2.332337389E-1
7.322661636E0,-1.256787479E-1,8.365051448E-2,4.677963257E-2,1.580534412E-1
7.330855598E0,-2.495762706E-1,1.555613130E-1,-5.900382996E-3,2.941469896E-1
7.339028713E0,-1.725076735E-1,4.087641835E-2,6.831264496E-2,1.899905168E-1
7.347203982E0,-1.879657954E-1,-1.140416414E-1,-4.184341431E-2,2.238023850E-1
7.355380213E0,-1.049433351E-1,-1.515160799E-1,1.226425171E-3,1.843142158E-1
7.363557444E0,-4.637219384E-2,-3.094651550E-2,5.387687683E-2,7.752925281E-2
7.371734559E0,3.364076465E-2,6.989199668E-2,-2.275085449E-2,8.083435920E-2
7.379911828E0,1.030412763E-1,6.534741819E-2,7.301521301E-2,1.421935689E-1
7.388088674E0,9.131014347E-2,-2.083142847E-2,-5.996704102E-3,9.384802168E-2
7.396265290E0,6.487338990E-2,-1.018991321E-1,-4.670047760E-2,1.295103257E-1
7.404440097E0,-1.407153159E-2,-7.538633049E-2,2.751731873E-2,8.147582252E-2
7.412614867E0,-5.252068862E-2,6.296254694E-3,2.033233643E-2,5.666982849E-2
7.420790174E0,-1.168119609E-1,5.663545430E-2,1.793384552E-2,1.310504930E-1
7.428983136E0,-1.380658001E-1,6.773091853E-3,1.553153992E-2,1.391016486E-1
7.437157059E0,-1.706678271E-1,-7.190109044E-2,-3.475952148E-2,1.884290274E-1
7.445331982E0,-1.147301868E-1,-7.857825607E-2,7.057189941E-2,1.559421401E-1
7.453507366E0,-1.135181338E-1,-3.956033289E-2,-3.000545502E-2,1.239020337E-1
7.461684251E0,-2.405741066E-2,4.213506728E-2,2.026081085E-2,5.257968580E-2
7.469861520E0,-1.139184088E-2,2.803580463E-2,1.546382904E-2,3.398397252E-2
7.478037866E0,6.786810607E-2,-3.626445681E-2,-1.784734726E-1,1.943552702E-1
7.486215366E0,1.804443598E0,-5.764712691E-1,2.896661568E1,2.902848876E1
7.494390482E0,5.296392441E-1,3.151880503E-1,-3.055945873E0,3.117477573E0
7.502565674E0,7.305984944E-2,-1.360329390E0,-3.843440056E0,4.077727952E0
7.510740058E0,1.076110601E0,9.528850317E-1,1.665575027E0,2.200032746E0
7.518916251E0,4.370702207E-1,1.030038714E0,3.774023056E-1,1.180865205E0
7.527107635E0,-1.484772265E-1,4.150202870E-1,-4.725599289E-1,6.462199408E-1
7.535281366E0,-1.219882667E-1,-4.312475920E-1,1.020030975E-1,4.596305633E-1
7.543454443E0,-6.864317656E-1,-7.695603371E-1,3.030881882E-1,1.074836793E0
7.551628481E0,-3.212435246E-1,-1.949362159E-1,-1.157389641E0,1.216860021E0
7.559801866E0,-2.565509975E-1,3.273579776E-1,7.340250015E-1,8.436672109E-1
7.567977404E0,-1.340296268E-1,5.409597158E-1,-1.614179611E-1,5.802216070E-1
7.576153520E0,-1.374693960E-1,1.404176652E-2,-3.412246704E-3,1.382268045E-1
7.584330597E0,2.796522379E-1,-4.275473654E-1,2.719240189E-1,5.787441541E-1
7.592506558E0,6.781154871E-2,-4.488295317E-1,-3.146724701E-1,5.523270028E-1
7.600680174E0,2.728952765E-1,2.307814360E-2,2.770423889E-2,2.752670658E-1
7.608853558E0,1.888411939E-1,3.699234426E-1,-1.777935028E-2,4.157167969E-1
7.617050366E0,1.412860155E-1,2.476150393E-1,-1.590385437E-1,3.264478584E-1
7.625223481E0,-2.451553196E-2,-1.351507604E-1,1.617879868E-1,2.122312230E-1
7.633397750E0,-2.040414661E-1,-4.314595461E-1,-4.172706604E-2,4.790943622E-1
7.641571866E0,-2.903283238E-1,-2.155575156E-1,-7.764530182E-2,3.698437117E-1
7.649746481E0,-2.376169413E-1,2.033323646E-1,2.120542526E-1,3.778529705E-1
7.657921173E0,-3.156457543E-1,3.038153946E-1,-4.652881622E-2,4.405689129E-1
7.666095519E0,-2.093442976E-1,3.100018948E-2,4.683399200E-2,2.167474787E-1
7.674268981E0,-6.429583579E-2,-2.648107111E-1,-5.135726929E-2,2.773017064E-1
7.682443173E0,-7.392816246E-3,-2.589283884E-1,-3.505706787E-3,2.590576268E-1
7.690618019E0,1.055679172E-1,4.816745967E-2,1.018266678E-1,1.543805674E-1
7.698791673E0,1.059385389E-1,2.086284608E-1,-4.422473907E-2,2.381273529E-1
7.706963827E0,1.944756806E-1,1.129088402E-1,-2.267646790E-2,2.260164125E-1
7.715158250E0,7.704072446E-2,-1.216544062E-1,6.830406189E-2,1.593753828E-1
7.723352250E0,9.875960648E-3,-2.193603516E-1,-1.310348511E-2,2.199731796E-1
7.731526250E0,-1.191810071E-1,-9.937705845E-2,-1.071548462E-2,1.555465648E-1
7.739701519E0,-1.453509331E-1,1.019435152E-1,3.955841064E-2,1.818907417E-1
7.747877211E0,-2.188071907E-1,1.138927937E-1,1.560974121E-2,2.471675932E-1
7.756053327E0,-1.748867035E-1,-2.991847694E-3,5.390262604E-2,1.830295148E-1
7.764226750E0,-1.971527934E-1,-1.364081949E-1,-2.513122559E-2,2.410560061E-1
7.772421096E0,-7.846638560E-2,-1.260590255E-1,2.273178101E-2,1.502151306E-1
7.780596519E0,-2.689025551E-2,-8.237488568E-3,1.552963257E-2,3.212649292E-2
7.788771750E0,5.760475248E-2,8.062039316E-2,2.030849457E-2,1.011453917E-1
7.796946365E0,1.223267019E-1,9.030940384E-2,-3.236675262E-2,1.554580879E-1
7.805120673E0,1.515866280E0,3.863483965E-1,2.909604836E1,2.913807038E1
7.813294942E0,-7.726383209E-1,-3.595063388E-1,-8.429212570E0,8.472180318E0
7.821477134E0,-8.088395596E-1,-2.223893404E0,-5.912322998E-1,2.439155374E0
7.829654596E0,1.339010358E0,1.558012247E0,4.292888641E0,4.759122166E0
7.837829365E0,-2.044515610E-1,9.951838255E-1,-7.518386841E-1,1.263903752E0
7.846003942E0,-5.207225084E-1,3.159098327E-1,3.823280334E-2,6.102562580E-1
7.854179980E0,5.897474289E-2,-6.869193316E-1,2.584562302E-1,7.362987242E-1
7.862354749E0,-8.391543627E-1,-1.058692813E0,3.158931732E-1,1.387371260E0
7.870527173E0,-4.596191049E-1,-3.326753974E-1,-1.290642738E0,1.409851524E0
7.878702288E0,-1.072968990E-1,5.436850190E-1,6.989316940E-1,8.919705922E-1
7.886879442E0,-1.091942415E-1,5.538064241E-1,1.674041748E-1,5.887691360E-1
7.895054942E0,-1.796159893E-1,5.576729774E-3,-6.729812622E-1,6.965606814E-1
7.903228019E0,1.759056300E-1,-5.341526270E-1,3.349723816E-1,6.545749125E-1
7.911399826E0,-5.403479934E-2,-4.299272895E-1,-4.192523956E-1,6.029343289E-1
7.919591672E0,2.146951854E-1,-3.397880495E-2,5.238342285E-2,2.235902610E-1
7.927765557E0,1.069945395E-1,3.088743687E-1,7.631778717E-2,3.356718811E-1
7.935939172E0,7.445858419E-2,1.937931031E-1,-6.734561920E-2,2.182550801E-1
7.944111403E0,-6.935963035E-2,-2.006345987E-1,1.912212372E-1,2.857106265E-1
7.952283941E0,-1.907663494E-1,-3.841649890E-1,1.402759552E-2,4.291518522E-1
7.960457403E0,-2.213775814E-1,-2.607185245E-1,-9.943008423E-3,3.421710770E-1
7.968629057E0,-2.369667739E-1,1.539219022E-1,1.576299667E-1,3.235620656E-1
7.976801787E0,-2.550212741E-1,2.285742313E-1,6.423473358E-2,3.484366950E-1
7.984976211E0,-2.385996282E-1,8.717894554E-3,-5.790233612E-2,2.456795978E-1
7.993150749E0,-7.235915959E-2,-2.318719923E-1,4.022884369E-2,2.462089127E-1
8.001325403E0,-4.889065027E-2,-2.667867541E-1,-5.557823181E-2,2.768653241E-1
8.009515480E0,7.614368200E-2,-2.643229067E-2,7.608222961E-2,1.108378634E-1
8.017708787E0,2.961782366E-2,1.154997647E-1,-5.348205566E-3,1.193566689E-1
8.025883364E0,1.542734802E-1,8.248755336E-2,-5.357742310E-3,1.750234514E-1
8.034059326E0,3.746628761E-2,-1.253393441E-1,6.600379944E-3,1.309856439E-1
8.042233364E0,2.322336286E-2,-2.103615105E-1,1.615810394E-2,2.122554452E-1
8.050406941E0,-1.530607194E-1,-1.062121615E-1,-3.893756866E-2,1.903279835E-1
8.058579787E0,-1.238223538E-1,5.967107415E-2,7.118034363E-2,1.547877699E-1
8.066752056E0,-2.395076752E-1,7.944345474E-2,8.903503418E-3,2.524964581E-1
8.074925479E0,-1.637134701E-1,-8.388355374E-3,7.591152191E-2,1.806516647E-1
8.083099210E0,-2.065514028E-1,-1.458353549E-1,-5.342674255E-2,2.584295834E-1
8.091272749E0,-8.205911517E-2,-1.323883832E-1,1.835250854E-2,1.568349353E-1
8.099448172E0,-6.076588482E-2,-4.476457834E-2,-8.028030396E-3,7.589999673E-2
8.107642441E0,4.597622901E-2,4.692927003E-2,3.025436401E-2,7.232908517E-2
8.115816787E0,9.819737673E-1,1.264159560E0,-3.558348656E0,3.901822270E0
8.123990864E0,1.313425004E-1,6.497372985E-1,-5.554748535E0,5.594161304E0
8.132165402E0,1.644842327E-1,-5.975879431E-1,-2.636909485E-1,6.735720665E-1
8.140339902E0,7.688581944E-3,1.557140648E-1,7.993545532E-1,8.144161627E-1
8.148516210E0,-4.939230084E-1,-3.976837695E-1,-7.042427063E-1,9.476656099E-1
8.156691364E0,-2.141803056E-1,7.332867384E-2,1.624650955E-1,2.786488919E-1
8.164865748E0,7.052608579E-2,4.579134285E-2,1.169662476E-1,1.440551246E-1
8.173040518E0,-3.328781724E-1,6.719492376E-2,1.983861923E-1,3.932939317E-1
8.181215287E0,-1.348244995E-1,-2.533713877E-1,-2.709026337E-1,3.946681425E-1
8.189390825E0,-2.015477121E-1,-1.524211913E-1,3.635501862E-1,4.427442125E-1
8.197566171E0,5.557888746E-2,5.169987679E-2,-1.392536163E-1,1.585984226E-1
8.205761517E0,-7.266968489E-2,7.589620352E-2,-3.715076447E-1,3.860816583E-1
8.213954479E0,1.157870963E-1,-4.826070368E-2,4.384994507E-3,1.255188248E-1
8.222129363E0,2.306382358E-2,-1.607653499E-1,-6.266212463E-2,1.740803824E-1
8.230304363E0,3.269131482E-2,-1.604403853E-1,4.028320312E-2,1.686196186E-1
8.238478517E0,-1.177577376E-1,-4.515039921E-2,7.857990265E-2,1.485942274E-1
8.246653479E0,-1.055471525E-1,5.076839030E-2,-1.240444183E-2,1.177773366E-1
8.254828786E0,-1.190769002E-1,-1.126770675E-2,8.335018158E-2,1.457858777E-1
8.263026940E0,-1.581887305E-1,-9.674164653E-2,-5.075550079E-2,1.922465643E-1
8.271201325E0,-1.759816557E-1,-1.578265727E-1,1.145839691E-2,2.366644567E-1
8.279376363E0,-1.142406464E-1,-7.771432400E-2,6.409168243E-2,1.523095046E-1
8.287551709E0,-8.386175334E-2,2.149748802E-2,1.856708527E-2,8.854192408E-2
8.295725325E0,-4.639609903E-2,1.983943582E-2,-2.695274353E-2,5.720709399E-2
8.303898440E0,7.159605622E-3,-4.164682329E-2,2.569866180E-2,4.945845793E-2
8.312093132E0,1.309148967E-2,-1.175009906E-1,-4.615116119E-2,1.269165063E-1
8.320268440E0,3.267890215E-2,-9.746441245E-2,6.156921387E-2,1.198248323E-1
8.328442748E0,-4.792084545E-2,-2.748362720E-2,-2.464008331E-2,6.048876671E-2
8.336615940E0,-9.435586631E-3,6.687894464E-3,6.872272491E-2,6.968910350E-2
8.344789555E0,-8.756862581E-2,-3.354173154E-2,-2.706146240E-2,9.759935823E-2
8.352963017E0,-8.706171811E-2,-8.065351844E-2,2.319908142E-2,1.209253082E-1
8.361136363E0,-1.552269906E-1,-9.408226609E-2,-1.752948761E-2,1.823572711E-1
8.369310555E0,-8.012945205E-2,-4.288523644E-2,4.948520660E-2,1.034826472E-1
8.377484363E0,-1.147345454E-1,-1.327453554E-2,-8.002281189E-3,1.157767926E-1
8.385657901E0,-7.055119425E-2,-3.831088543E-4,4.464530945E-2,8.349144530E-2
8.393833363E0,-5.267922580E-2,-5.699246377E-2,6.314277649E-3,7.786598654E-2
8.402008555E0,2.695133537E-2,-8.007857203E-2,3.023815155E-2,8.974016930E-2
8.410203324E0,-5.981653929E-3,-7.693587244E-2,-2.245044708E-2,8.036747617E-2
8.418378670E0,-4.008078277E-1,-1.012737513E0,-2.859676838E0,3.060071209E0
8.426554324E0,9.906707704E-2,-3.622866273E-1,9.436924934E0,9.444396122E0
8.434729863E0,-3.071518242E-1,1.089080334E0,-4.609737396E-1,1.221857195E0
8.442904516E0,1.212328449E-1,1.641286910E-1,-4.299058914E-1,4.758725726E-1
8.451079478E0,-3.380805850E-1,-2.423534095E-1,-6.357984543E-1,7.597850561E-1
8.459251786E0,5.044794828E-2,-6.122451276E-2,1.411249161E0,1.413477142E0
8.467423939E0,-9.915879369E-2,6.661020964E-2,-4.610185623E-1,4.762431114E-1
8.475596516E0,3.657488525E-2,8.330573887E-2,1.040000916E-1,1.381795477E-1
8.483769055E0,-1.205708086E-1,1.606184244E-1,1.805992126E-1,2.700956752E-1
8.491943747E0,-7.124085724E-2,-1.597246379E-1,-2.958641052E-1,3.436899598E-1
8.500123016E0,4.875854403E-2,-2.424383312E-1,5.205440521E-1,5.762984038E-1
8.508318132E0,-1.684559509E-2,-3.067093343E-2,-3.294219971E-1,3.312753121E-1
8.516492670E0,-9.723852575E-2,1.129655614E-1,1.374406815E-1,2.027473548E-1
8.524666055E0,4.847659171E-2,6.539425999E-2,3.927707672E-2,9.038295159E-2
8.532841401E0,-1.763010770E-2,-1.115059778E-1,-1.738176346E-1,2.072606424E-1
8.541015516E0,2.534459531E-2,-1.350966394E-1,1.086959839E-1,1.752377454E-1
8.549189324E0,-9.873464704E-2,-5.323725194E-2,9.479522705E-4,1.121767985E-1
8.557363401E0,-1.215106249E-2,6.193528324E-2,-1.342391968E-2,6.452774016E-2
8.565539208E0,-6.679979712E-2,7.164873928E-2,3.924465179E-2,1.055267617E-1
8.573715324E0,4.237368703E-4,2.474412322E-3,1.050949097E-2,1.080516865E-2
8.581889901E0,-7.355909050E-2,-1.214976907E-1,-1.822948456E-2,1.431954704E-1
8.590064131E0,1.059208065E-2,-7.337236404E-2,5.119800568E-2,9.009401625E-2
8.598258593E0,-5.119572952E-2,1.074984670E-2,1.527786255E-2,5.449747709E-2
8.606433400E0,1.109559834E-2,5.867431313E-2,1.288318634E-2,6.108816427E-2
8.614608324E0,-2.703903243E-2,1.553767174E-2,2.964019775E-2,4.302406119E-2
8.622782208E0,2.030588686E-3,-5.126304924E-2,-1.106643677E-2,5.248323095E-2
8.630956785E0,-4.334964976E-2,-7.741607726E-2,3.920936584E-2,9.700420363E-2
8.639130670E0,-1.642576605E-2,-3.905020654E-2,-1.825618744E-2,4.613038913E-2
8.647305323E0,-1.177271083E-2,2.332866192E-2,7.511806488E-2,7.953330660E-2
8.655478516E0,-2.113225311E-2,3.052663803E-2,-1.825809479E-2,4.137397463E-2
8.663652362E0,-4.257284477E-2,-7.562883198E-3,-1.347351074E-2,4.528995260E-2
8.671824593E0,-3.036749363E-2,-6.249847636E-2,-3.899574280E-3,6.959490567E-2
8.679998169E0,-1.849141344E-2,-5.747347325E-2,2.961730957E-2,6.724817860E-2
8.688171631E0,-2.315451205E-2,-2.310492098E-3,2.722167969E-2,3.581186461E-2
8.696366785E0,-1.583248377E-2,3.607330471E-2,2.003669739E-2,4.419751234E-2
8.704560092E0,-1.800788566E-2,2.674907446E-4,-1.827239990E-2,2.565611225E-2
8.712736015E0,1.052540541E-2,-4.743488878E-2,1.285076141E-2,5.025927677E-2
8.720910938E0,-2.296833694E-2,-5.912125856E-2,-1.348876953E-2,6.484454193E-2
8.729084015E0,-2.299367636E-2,-6.182432175E-3,-6.309509277E-3,2.463212390E-2
8.737257592E0,-1.157343015E-1,-5.572356582E-1,2.498435974E-1,6.215527576E-1
8.745430246E0,7.185904384E-1,-2.038280368E-1,7.228959084E0,7.267445735E0
8.753623092E0,-5.873085558E-2,3.864917457E-1,3.017913818E0,3.043128160E0
8.761795631E0,-3.480352163E-1,2.159114182E-2,-2.859811306E0,2.880992085E0
8.769969015E0,5.516207963E-2,-2.094136328E-1,5.064649582E-1,5.508209133E-1
8.778140900E0,7.920940965E-2,-5.639365315E-2,9.565982819E-1,9.615272474E-1
8.786312784E0,-2.032707930E-1,-1.251374632E-1,-4.560127258E-1,5.147096328E-1
8.794486015E0,-9.617661685E-2,1.535538733E-1,5.634117126E-2,1.897447264E-1
