"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.188383304E1,2.329692125E0,-5.546379089E-1,2.426901054E1,2.438688093E1
2.189200612E1,-9.818927646E-1,1.304975271E0,-5.398874283E-1,1.720044271E0
2.190017885E1,-1.118039727E0,-1.344468713E0,-4.878360748E0,5.182278702E0
2.190835408E1,6.414455175E-2,-1.141436696E0,1.676931381E0,2.029554412E0
2.191652873E1,-1.329300702E-1,5.185925961E-2,1.040096283E0,1.049838113E0
2.192470389E1,-6.675894260E-1,6.289741993E-1,-2.144784927E-1,9.419581779E-1
2.193287712E1,1.759142578E-1,9.658545256E-1,-4.586839676E-1,1.083610526E0
2.194104839E1,-4.553102255E-1,-3.151188195E-1,3.361730576E-1,6.477805156E-1
2.194922012E1,1.276222616E-1,-6.566912532E-1,-1.074046135E0,1.265348151E0
2.195739473E1,4.484698772E-1,-4.740031958E-1,7.335844040E-1,9.818097261E-1
2.196557016E1,2.834573090E-1,-7.581964135E-3,2.619304657E-1,3.860221510E-1
2.197374350E1,-8.710628748E-2,6.977946758E-1,-4.874467850E-1,8.556338487E-1
2.198191793E1,4.208897948E-1,2.892768979E-1,3.768634796E-1,6.347089296E-1
2.199009177E1,2.233941257E-1,-1.845910251E-1,-3.198604584E-1,4.316126675E-1
2.199826662E1,9.285350144E-2,-6.236029863E-1,1.805191040E-1,6.558121714E-1
2.200644162E1,-3.380801082E-1,-1.273434460E-1,-3.975677490E-2,3.634489152E-1
2.201461616E1,-2.664579153E-1,3.131894171E-1,7.516765594E-2,4.180162773E-1
2.202279027E1,-3.020053208E-1,3.010096550E-1,-3.017807007E-2,4.274631471E-1
2.203096293E1,-1.817605495E-1,4.516212642E-2,1.110715866E-1,2.177462110E-1
2.203913454E1,-2.426418066E-1,-3.466353416E-1,-1.882228851E-1,4.630971398E-1
2.204732704E1,-1.939501986E-2,-2.261365205E-1,2.068061829E-1,3.070548648E-1
2.205550135E1,7.651510090E-2,2.353823185E-2,1.765632629E-2,8.197777066E-2
2.206367539E1,-8.005974889E-1,-5.036307573E-1,-9.978096962E0,1.002282491E1
2.207184846E1,4.051780224E0,1.322071791E0,2.543510818E1,2.578971743E1
2.208002173E1,-3.207388878E0,1.246603847E0,1.998310089E-1,3.446925731E0
2.208819485E1,-9.651390910E-1,-1.145643115E0,-4.897572517E0,5.121543534E0
2.209636843E1,1.392864823E0,-5.397325754E-1,4.821681976E-1,1.569671889E0
2.210454166E1,3.565007746E-1,1.512311101E-1,4.396661758E0,4.413683073E0
2.211271777E1,-1.280160666E0,9.655296803E-1,-2.675892353E0,3.119528615E0
2.212089396E1,7.458362579E-1,9.035152793E-1,1.379889488E0,1.810167557E0
2.212907031E1,-5.752266049E-1,-5.765518546E-1,5.323419571E-1,9.729777219E-1
2.213724400E1,-1.614045501E-1,-9.513502121E-1,-2.647192478E0,2.817578157E0
2.214541600E1,6.681550145E-1,-4.344573617E-1,2.114902496E0,2.260087806E0
2.215358796E1,2.149024308E-1,3.893515468E-1,5.083971024E-1,6.754593218E-1
2.216176227E1,-3.476672769E-1,7.563447356E-1,-1.239385605E0,1.492985791E0
2.216993593E1,6.294097900E-1,2.210208178E-1,8.411788940E-1,1.073586893E0
2.217810881E1,9.834280610E-2,-6.542060971E-1,-9.736251831E-2,6.686825742E-1
2.218628220E1,3.577820957E-3,-6.741991639E-1,-2.027139664E-1,7.040243359E-1
2.219445523E1,-4.048232436E-1,1.239127666E-2,5.585956573E-2,4.088467847E-1
2.220262666E1,-5.916398764E-2,6.852362156E-1,1.181173325E-1,6.978543923E-1
2.221079796E1,-2.654750943E-1,1.582024395E-1,-1.859569550E-1,3.606730191E-1
2.221897062E1,-1.273197532E-1,-1.403531134E-1,1.037387848E-1,2.160348385E-1
2.222714392E1,-2.364641130E-1,-4.271412194E-1,-1.165409088E-1,5.019429066E-1
2.223533389E1,1.135207713E-1,-1.850384772E-1,2.569503784E-1,3.363773187E-1
2.224350766E1,-8.576049805E-1,-4.751466811E-1,-1.030853462E1,1.035505368E1
2.225168220E1,6.160434723E0,-3.006641865E-1,4.491437149E1,4.533588117E1
2.225985573E1,-1.832297683E0,1.444507241E0,-2.266443253E0,3.252795872E0
2.226803096E1,-8.008633852E-1,-5.789794326E-1,-6.535382271E0,6.609676298E0
2.227620473E1,8.694953918E-1,-1.231387258E0,-1.397243500E0,2.055389552E0
2.228437935E1,4.169495702E-1,-2.760181427E-1,4.372798920E0,4.401295645E0
2.229255362E1,-8.016586304E-1,1.885696411E0,-2.144357681E0,2.965936173E0
2.230072673E1,3.012956381E-1,1.803892970E0,7.747840881E-2,1.830522279E0
2.230890177E1,-9.576334953E-1,-3.186329603E-1,1.703177452E0,1.979748042E0
2.231707685E1,3.778467327E-2,-1.456428409E0,-1.892917156E0,2.388670499E0
2.232525150E1,4.877895117E-1,-7.527804375E-1,1.643362999E0,1.872233677E0
2.233342639E1,4.131658375E-1,3.984481394E-1,6.904783249E-1,8.979015794E-1
2.234160058E1,-6.307129860E-1,9.610471725E-1,-1.265584946E0,1.709712196E0
2.234977585E1,7.219758034E-1,5.830311775E-1,8.341341019E-1,1.247779674E0
2.235795112E1,6.048060954E-3,-6.212852001E-1,2.427673340E-1,6.670591109E-1
2.236612585E1,-7.684798539E-2,-9.049935341E-1,-5.808601379E-1,1.078108255E0
2.237430012E1,-2.180911303E-1,-1.176529378E-2,5.444335938E-1,5.866089850E-1
2.238247369E1,-1.781834662E-1,6.935181618E-1,-1.642522812E-1,7.346397758E-1
2.239064854E1,-1.062367111E-2,4.702742100E-1,-2.959270477E-1,5.557369095E-1
2.239882254E1,2.017441392E-2,-1.565423608E-1,1.781225204E-1,2.379919116E-1
2.240699735E1,-1.809500456E-1,-4.844300151E-1,-3.414211273E-1,6.196642193E-1
2.241517077E1,-8.757153898E-2,-3.622456789E-1,5.157022476E-1,6.362700013E-1
2.242334493E1,7.959656417E-3,2.602422237E-1,-1.522779465E-1,3.016255031E-1
2.243151927E1,-7.818333805E-3,2.550620437E-1,-3.496551514E-2,2.575662239E-1
2.243969354E1,1.948819757E-1,1.286937743E-1,1.445999146E-1,2.746820112E-1
2.244786731E1,-5.806887895E-2,-2.352265120E-1,-3.497219086E-2,2.447990212E-1
2.245604181E1,8.475489914E-3,-3.950003088E-1,-3.258037567E-2,3.964322877E-1
2.246421673E1,1.620774567E-1,9.425763041E-2,-5.201572418E0,5.204950454E0
2.247239204E1,1.312591434E0,1.039985180E0,5.031206131E0,5.302593759E0
2.248056654E1,-5.276581049E-1,1.013023138E0,-1.243988991E0,1.688830235E0
2.248874062E1,-7.298449874E-1,-5.800890923E-1,-1.035693169E0,1.393498260E0
2.249691469E1,2.742716670E-1,-8.276988268E-1,7.046413422E-2,8.748002569E-1
2.250508854E1,5.387507379E-3,-3.557560444E-1,5.847644806E-2,3.605702197E-1
2.251326289E1,-3.307044804E-1,7.210056782E-1,-7.914705276E-1,1.120553541E0
2.252143596E1,-1.160046458E-2,6.074308157E-1,9.778709412E-1,1.151233401E0
2.252960939E1,-3.204767704E-1,-1.286518723E-1,-2.024784088E-1,4.003175872E-1
2.253779146E1,3.162053227E-1,-5.020682812E-1,2.497196198E-2,5.938703259E-1
2.254596519E1,3.028156161E-1,-5.297717452E-1,3.694248199E-2,6.113265464E-1
2.255413881E1,8.088534325E-2,2.073819339E-1,-3.389501572E-1,4.055082173E-1
2.256231258E1,-1.103720963E-1,5.344135165E-1,3.218574524E-1,6.335392852E-1
2.257048569E1,1.921855211E-1,2.108681649E-1,2.978229523E-2,2.868582274E-1
2.257865777E1,-7.022702694E-2,-4.473955631E-1,-2.048587799E-1,4.970530605E-1
2.258682977E1,-1.928991228E-1,-4.252298474E-1,2.572193146E-1,5.330968679E-1
2.259500119E1,-3.618915379E-1,1.767585427E-2,-8.994770050E-2,3.733209207E-1
2.260317266E1,-9.848874062E-2,2.978447974E-1,-8.545875549E-3,3.138225412E-1
2.261134612E1,-1.478796899E-1,2.879090309E-1,6.327724457E-2,3.297939091E-1
2.261951942E1,-8.731381595E-2,-9.504958987E-2,-6.362342834E-2,1.438960306E-1
2.262769269E1,-4.331205413E-2,-3.481994271E-1,3.452396393E-2,3.525771960E-1
2.263586527E1,1.268516928E-1,-1.368155926E-1,6.324481964E-2,1.970019431E-1
2.264403962E1,6.489693373E-2,1.121521816E-1,-1.163215637E-1,1.741276257E-1
2.265221566E1,1.796161234E-1,2.557968497E-1,1.159172058E-1,3.333628335E-1
2.266038946E1,6.471470743E-2,-1.942507923E-2,-7.801437378E-2,1.032064416E-1
2.266856412E1,3.358116746E-2,-1.868531555E-1,4.887676239E-2,1.960375842E-1
2.267673685E1,-7.910040021E-2,-1.862687320E-1,4.647731781E-2,2.076368341E-1
2.268491104E1,-1.217289567E-1,2.212380618E-2,-1.577854156E-2,1.247251541E-1
2.269308508E1,-3.972687423E-1,-5.667896271E-1,-3.353293419E0,3.423981555E0
2.270125812E1,6.006922126E-1,-1.093204767E-1,1.345185852E1,1.346570755E1
2.270943169E1,-4.694846272E-1,1.623056650E0,-3.795957565E-1,1.731710612E0
2.271760608E1,-8.217772245E-1,-1.071335673E0,-4.363664627E0,4.567783588E0
2.272578346E1,3.209746778E-1,-9.181911945E-1,2.572331429E0,2.750088870E0
2.273395904E1,8.214707673E-2,7.895980775E-2,4.199438095E-1,4.351271040E-1
2.274213508E1,-3.153643906E-1,3.749977946E-1,-5.425519943E-1,7.310545201E-1
2.275031112E1,3.141707778E-1,8.744233847E-1,-1.810150146E-1,9.466181748E-1
2.275848604E1,1.163990572E-1,-7.525297254E-2,3.840179443E-1,4.082664963E-1
2.276666104E1,1.564581096E-1,-5.230538249E-1,-8.394308090E-1,1.001353348E0
2.277483442E1,3.051885664E-1,-3.982115388E-1,6.090726852E-1,7.891020382E-1
2.278300800E1,-1.628935337E-3,5.185952783E-2,7.756328583E-2,9.331734761E-2
2.279118073E1,-2.473041713E-1,6.016712785E-1,-5.018310547E-1,8.215851069E-1
2.279935412E1,4.618551582E-2,1.636414975E-1,5.683832169E-1,5.932715422E-1
2.280752765E1,-1.161359251E-3,-2.167082280E-1,-4.539489746E-1,5.030243298E-1
2.281570177E1,-1.016633511E-1,-4.963600338E-1,2.259988785E-1,5.547830325E-1
2.282387450E1,-2.762748301E-1,-1.028182358E-2,2.727794647E-2,2.778085384E-1
2.283204896E1,-6.759043038E-2,2.745149136E-1,-2.300167084E-2,2.836476351E-1
2.284022392E1,4.260331392E-2,2.193471640E-1,1.685342789E-1,2.798785878E-1
2.284839850E1,-1.989341229E-1,-8.917390108E-1,-4.440302849E0,4.533327987E0
2.285657227E1,5.023332834E-1,-6.482088566E-2,8.826056480E0,8.840577666E0
2.286474573E1,-4.050887227E-1,1.007662416E0,3.505144119E-1,1.141201459E0
2.287291827E1,-8.363699317E-1,-7.391390204E-1,-2.955982685E0,3.159695363E0
2.288109154E1,4.027378559E-1,-2.527615428E-1,5.251798630E-1,7.084490572E-1
2.288926523E1,3.238263726E-2,-9.484560043E-2,1.006409645E0,1.011387511E0
2.289743965E1,-3.870580792E-1,1.901489198E-1,-6.384201050E-1,7.704224808E-1
2.290561369E1,2.907607853E-1,4.770974517E-1,4.581251144E-1,7.225250398E-1
2.291378738E1,-3.655272126E-1,-7.977298647E-2,-1.811351776E-1,4.156727380E-1
2.292196127E1,1.025356650E-1,-3.312608898E-1,-3.750724792E-1,5.108098515E-1
2.293013592E1,1.948986948E-1,-4.090983868E-1,3.575477600E-1,5.772238664E-1
2.293831058E1,1.238004565E-1,1.274171770E-1,2.714061737E-2,1.797172867E-1
2.294648473E1,-2.367914021E-1,3.855364025E-1,-3.415679932E-1,5.669013844E-1
2.295465854E1,2.132384777E-1,2.275449932E-1,2.737417221E-1,4.149480723E-1
2.296283185E1,-9.173214436E-3,-2.796856463E-1,-2.505941391E-1,3.756402949E-1
2.297100608E1,-7.049005479E-3,-3.151406646E-1,2.545795441E-1,4.051839967E-1
2.297918012E1,-3.105510473E-1,-2.985864878E-2,2.951622009E-2,3.133762900E-1
2.298735392E1,-1.828426123E-2,2.166549563E-1,-1.189231873E-1,2.478233419E-1
2.299552958E1,-6.583951414E-2,1.734162271E-1,1.540145874E-1,2.410985744E-1
2.300370515E1,-4.381989315E-2,1.081113517E-2,-5.189132690E-2,6.877334867E-2
2.301188200E1,-7.168442011E-2,-2.520951331E-1,-2.077770233E-2,2.629112495E-1
2.302005677E1,-2.525308430E-1,-7.959368825E-1,-5.024646282E0,5.093560406E0
2.302823796E1,1.493155360E0,4.159619212E-1,1.201981449E1,1.211934312E1
2.303641404E1,-5.046884418E-1,1.843173742E0,-6.695747375E-1,2.024927208E0
2.304458984E1,-3.947023153E-1,-6.168613434E-1,-3.624085903E0,3.697337754E0
2.305276408E1,3.467569947E-1,-1.216625333E0,1.221772194E0,1.758733893E0
2.306093677E1,1.381693780E-1,-6.592723727E-2,4.245147705E-1,4.512759334E-1
2.306910927E1,-4.858738780E-1,2.950104773E-1,-4.110746384E-1,7.014891057E-1
2.307728092E1,1.071717590E-1,8.607918620E-1,2.042570114E-1,8.911617936E-1
2.308545415E1,-3.007806838E-1,-3.689867258E-2,4.077682495E-1,5.080408222E-1
2.309362796E1,1.834033728E-1,-4.438177347E-1,-7.917308807E-1,9.259852949E-1
2.310180177E1,1.514320672E-1,-5.965076089E-1,4.388875961E-1,7.558937230E-1
2.310997561E1,2.158754319E-2,3.113462776E-2,-9.023094177E-2,9.786219863E-2
2.311814796E1,-1.619479358E-1,6.022438407E-1,-3.559808731E-1,7.180857606E-1
2.312631996E1,2.294659317E-1,2.528623939E-1,4.843883514E-1,5.926432983E-1
2.313449327E1,1.250032485E-1,-2.089193016E-1,-4.302034378E-1,4.943157742E-1
2.314266831E1,4.822768271E-3,-4.692811668E-1,1.922845840E-1,5.071700246E-1
2.315084204E1,-2.105471492E-1,-8.148934692E-2,-6.150054932E-2,2.339934470E-1
2.315901623E1,-6.443741918E-2,2.463336587E-1,1.032638550E-2,2.548314867E-1
2.316719008E1,-7.151996344E-2,2.890478373E-1,8.455085754E-2,3.095361124E-1
2.317536338E1,-1.093338430E-1,4.492330551E-2,2.469158173E-2,1.207545726E-1
2.318353692E1,-1.089288741E-1,-3.089901209E-1,-9.263134003E-2,3.404716722E-1
2.319171038E1,-1.512164250E-2,-1.816753149E-1,1.372060776E-1,2.281668071E-1
2.319988481E1,6.498694420E-3,6.516826153E-2,-9.982395172E-2,1.193899354E-1
2.320806073E1,-1.264187694E-1,-7.623864412E-1,-1.165285110E0,1.398250400E0
2.321625273E1,2.005776882E0,6.342225671E-1,7.830051422E0,8.107717585E0
2.322442788E1,-5.974115133E-1,1.327117801E0,8.724737167E-1,1.696865510E0
2.323260319E1,-4.326836169E-1,-4.887833595E-1,-3.781991005E0,3.837913528E0
2.324077769E1,-6.558557749E-1,-9.308930039E-1,7.741422653E-1,1.376954912E0
2.324895211E1,8.387174606E-1,-8.620321751E-4,6.712093353E-1,1.074229814E0
2.325712823E1,-4.108532071E-1,5.150008947E-2,-5.211019516E-1,6.655823472E-1
2.326530519E1,3.809178621E-2,9.390000105E-1,-4.660091400E-1,1.048969267E0
2.327348065E1,-9.721549600E-2,8.154788613E-2,3.791484833E-1,3.998180621E-1
2.328165731E1,-8.100415766E-2,-6.079285741E-1,-9.807901382E-1,1.156757589E0
2.328983323E1,2.472793460E-1,-5.017993450E-1,8.531751633E-1,1.020224248E0
2.329800958E1,4.296269715E-1,-8.441307396E-2,-1.763257980E-1,4.720123820E-1
2.330618554E1,-2.021304667E-1,6.400346160E-1,-6.431865692E-1,9.296182002E-1
2.331436019E1,-8.950926363E-2,4.593800902E-1,6.616649628E-1,8.104582028E-1
2.332253608E1,2.052062750E-2,-1.386160105E-1,-2.888383865E-1,3.210344344E-1
2.333071208E1,-3.058843315E-3,-6.431505680E-1,1.133775711E-1,6.530746384E-1
2.333888792E1,-3.693881631E-1,-1.756771952E-1,-3.746414185E-2,4.107476766E-1
2.334706427E1,-1.941417754E-1,3.290037811E-1,3.436470032E-2,3.835563186E-1
2.335523996E1,-4.118502885E-2,3.887157142E-1,-1.140727997E-1,4.071961649E-1
2.336341431E1,-7.386789471E-2,-3.049925715E-2,4.633522034E-2,9.237761200E-2
2.337158838E1,-7.569034696E-1,-7.097376585E-1,-9.111371994E0,9.170263356E0
2.337976381E1,1.778938770E0,5.315377116E-1,1.821118927E1,1.830558849E1
2.338793800E1,-1.380520463E0,1.610587358E0,-2.120627403E0,2.999481450E0
2.339611211E1,-2.657993734E-1,-1.264533162E0,-4.057617664E0,4.258398118E0
2.340428654E1,7.174072266E-1,-1.230750918E0,4.674091339E-1,1.499297252E0
2.341246092E1,1.639356837E-2,-7.722193003E-2,1.082698822E0,1.085572989E0
2.342063569E1,-1.778526604E-1,1.001954436E0,-8.853654861E-1,1.348857407E0
2.342881084E1,2.662264705E-1,1.094345093E0,5.200452805E-1,1.240530052E0
2.343698608E1,-5.154182911E-1,-3.069465458E-1,5.894689560E-1,8.410385525E-1
2.344516165E1,-7.721509784E-2,-7.295500040E-1,-1.476729393E0,1.648919367E0
2.345333730E1,4.837831259E-1,-4.651300311E-1,8.408689499E-1,1.075849734E0
2.346151330E1,-1.198532730E-1,1.767347604E-1,-1.623020172E-1,2.682199235E-1
2.346968854E1,-2.036459744E-1,9.101036787E-1,-6.507177353E-1,1.137186862E0
2.347786446E1,3.587863743E-1,2.331531346E-1,5.416040421E-1,6.902340074E-1
2.348603827E1,5.096638203E-2,-4.469994903E-1,-1.862373352E-1,4.869193582E-1
2.349421161E1,1.313627660E-1,-5.709136128E-1,1.082496643E-1,5.957487050E-1
2.350238457E1,-2.396053970E-1,1.551454514E-2,1.776819229E-1,2.987010430E-1
2.351055669E1,7.619503886E-3,4.772305489E-1,-1.958131790E-1,5.158971358E-1
2.351874777E1,-6.216511130E-2,3.139682412E-1,1.058616638E-1,3.371160771E-1
2.352691984E1,5.488730967E-4,-4.281798378E-2,-8.807086945E-2,9.792935740E-2
2.353509254E1,-1.193100214E-1,-4.160019159E-1,-4.258251190E-2,4.348629044E-1
2.354326677E1,-9.254157543E-3,-1.623021364E-1,1.920499802E-1,2.516164100E-1
2.355144207E1,-4.746159166E-2,1.822698414E-1,-1.384925842E-2,1.888562939E-1
2.355961761E1,7.014381886E-2,3.089655638E-1,-7.131004333E-2,3.247537486E-1
2.356778969E1,1.032408401E-1,1.200003177E-1,1.727581024E-2,1.592394453E-1
2.357596196E1,-8.898589760E-3,-2.366570234E-1,-8.088970184E-2,2.502576183E-1
2.358413380E1,1.694073528E-2,-1.648169160E-1,1.369857788E-1,2.149807152E-1
2.359230596E1,1.708716527E-2,4.821833223E-2,-2.342605591E-2,5.626507687E-2
2.360047838E1,4.930559546E-3,-1.721814275E-1,1.729001999E-1,2.440598974E-1
2.360865007E1,-2.335693687E-2,1.109813154E-1,-9.700410843E0,9.701073802E0
2.361682111E1,9.904987216E-1,1.681366801E0,-4.230279922E-1,1.996756049E0
2.362499273E1,-8.020454645E-1,1.049127340E0,-6.186104774E0,6.325491078E0
2.363316446E1,-1.929513931E0,-1.511384845E0,-5.981140137E-1,2.522904781E0
2.364133723E1,1.077636957E0,-9.092130065E-1,-1.220594406E0,1.864891527E0
2.364951192E1,3.522416651E-1,-1.435524374E-1,-1.982860565E-1,4.289508750E-1
2.365768561E1,-1.848246306E-1,1.494319677E0,-1.737768173E0,2.299345486E0
2.366585861E1,-1.402097568E-2,4.232855439E-1,1.870308876E0,1.917660692E0
2.367402877E1,-1.165675297E-1,-5.659275651E-1,-4.233465195E-1,7.162990112E-1
2.368219873E1,1.925343424E-1,-4.304911196E-1,-1.671590805E-1,5.003341236E-1
2.369037065E1,5.524976254E-1,-3.408145607E-1,4.074583054E-1,7.664401225E-1
2.369854296E1,-1.664221287E-1,5.569314361E-1,-4.951629639E-1,7.635805853E-1
2.370672461E1,-5.576297268E-2,6.056555510E-1,3.475952148E-1,7.005359298E-1
2.371489588E1,1.464551538E-1,5.078532547E-2,1.081876755E-1,1.890313056E-1
2.372306704E1,1.451584324E-2,-6.529584527E-1,-1.887054443E-1,6.798346824E-1
2.373123900E1,-3.437971175E-1,-3.339904547E-1,3.156566620E-2,4.803566103E-1
2.373940915E1,-5.286753178E-1,2.777832448E-1,3.188695908E-1,6.770073402E-1
2.374758150E1,-1.888156310E-2,5.093024373E-1,-1.216573715E-1,5.239713753E-1
2.375575480E1,-7.508681715E-2,1.486867666E-3,2.917480469E-2,8.056928765E-2
2.376392834E1,1.786555946E-1,-1.778539717E-1,-1.432104111E-1,2.899294372E-1
2.377210273E1,-7.558400035E-1,-5.252035260E-1,-9.482754707E0,9.527317025E0
2.378027596E1,1.648259997E0,1.984620690E0,7.187697411E0,7.636653349E0
2.378844838E1,-9.523137212E-1,2.025449753E0,-5.200042248E0,5.661253174E0
2.379661950E1,-9.381347895E-2,-1.610605001E0,-4.002959251E0,4.315846639E0
2.380479069E1,4.249688089E-1,-1.547460437E0,-8.881177902E-1,1.834117090E0
2.381296115E1,6.918998957E-1,-2.417371422E-1,2.275676727E-1,7.674303598E-1
2.382113169E1,-3.492744863E-1,1.465519667E0,-1.297538757E0,1.988302640E0
2.382930288E1,1.144086272E-1,1.428335905E0,1.656917572E0,2.190572672E0
2.383747419E1,-5.963706374E-1,-3.733715713E-1,2.922163010E-1,7.618757339E-1
2.384564676E1,2.913307846E-1,-1.008717656E0,-7.444715500E-1,1.287098607E0
2.385381957E1,3.658718169E-1,-6.487292647E-1,5.938920975E-1,9.525857803E-1
2.386199284E1,-7.342781126E-2,2.867091298E-1,-1.184082031E-2,2.961992127E-1
2.387016615E1,-1.222528666E-1,1.111674190E0,-4.715251923E-1,1.213713835E0
2.387833911E1,5.099462271E-1,4.320972562E-1,7.447319031E-1,1.000689163E0
2.388651146E1,6.069004908E-2,-5.617887378E-1,-4.810991287E-1,7.421227928E-1
2.389468469E1,2.429587208E-2,-5.495924354E-1,1.605463028E-1,5.730770016E-1
2.390285830E1,-3.234876096E-1,1.538071930E-1,6.717586517E-2,3.644358422E-1
2.391102984E1,-1.112370938E-2,5.878338814E-1,-1.650562286E-1,6.106684597E-1
2.391920057E1,-1.456114277E-2,3.972026110E-1,1.318349838E-1,4.187629449E-1
2.392737103E1,1.213558018E-2,-3.048826195E-2,-4.293441772E-2,5.403860332E-2
2.393554161E1,-1.106856912E-1,-4.181725383E-1,3.846931458E-2,4.342804188E-1
2.394371346E1,-7.969894446E-3,-1.263257116E-1,1.653642654E-1,2.082475568E-1
2.395188619E1,3.502131999E-2,2.609238029E-1,-5.968761444E-2,2.699450593E-1
2.396005969E1,9.482757747E-2,3.579794168E-1,-1.658630371E-2,3.706975018E-1
2.396823430E1,1.754685491E-1,1.463260204E-1,-5.249214172E-2,2.344268349E-1
2.397640776E1,5.581042916E-2,-2.177402973E-1,-5.488586426E-2,2.313830140E-1
2.398458088E1,8.379063010E-2,-1.389151514E-1,1.127119064E-1,1.975405346E-1
2.399275403E1,2.337317914E-2,1.618662849E-2,9.764671326E-3,3.006095892E-2
2.400092726E1,3.691592067E-2,2.783980370E-1,2.892780304E-2,2.823208635E-1
2.400911903E1,-9.983722866E-2,1.859641969E-1,1.217746735E-2,2.114200688E-1
2.401729169E1,-3.299805149E-2,-1.125719398E-2,-9.316253662E-2,9.947288097E-2
2.402546419E1,-6.892529130E-2,-1.525525004E-1,2.654933929E-2,1.694928570E-1
2.403363661E1,1.475211047E-2,-2.583064884E-2,-2.133464813E-2,3.660620704E-2
2.404180934E1,-1.623544656E-2,1.627446711E-1,1.318988800E-1,2.101112378E-1
2.404998269E1,6.253710389E-2,1.954188347E-1,-2.171516418E-3,2.051928990E-1
2.405815723E1,-2.604552209E-1,-9.630852342E-1,-4.895921230E0,4.996540281E0
2.406633103E1,2.110222727E-1,4.549947739E0,7.377157211E0,8.670005960E0
2.407450515E1,1.290714979E0,-2.367865086E0,2.794378281E0,3.883462398E0
2.408268053E1,1.735874534E0,-9.726649523E-1,-3.638961315E0,4.147454275E0
2.409085650E1,2.110620022E0,-2.947556496E0,1.458299637E0,3.907613594E0
2.409903053E1,1.575212359E0,6.164533496E-1,1.977863312E0,2.602547212E0
2.410720384E1,-7.162482738E-1,7.074169815E-3,-1.347681046E0,1.526206354E0
2.411537957E1,2.354906797E-1,1.053041697E0,3.115215302E-1,1.123119913E0
2.412355319E1,-4.025862515E-1,-1.541077793E-1,-3.133687973E-1,5.329398659E-1
2.413172523E1,1.701895446E-1,-6.053436995E-1,-6.318016052E-1,8.913914650E-1
2.413989753E1,4.905518889E-1,-3.223421574E-1,1.022598267E0,1.179089834E0
2.414807119E1,5.830149651E-1,2.578369975E-1,-1.888637543E-1,6.648728333E-1
2.415624246E1,-1.967159808E-1,7.626369596E-1,-9.765462875E-1,1.254573617E0
2.416441888E1,-1.939848252E-2,2.876340747E-1,6.994009018E-1,7.564861423E-1
2.417259392E1,1.068971008E-1,-2.279673815E-1,-4.833335876E-1,5.449839210E-1
2.418076915E1,5.295541137E-2,-6.367319822E-1,2.971820831E-1,7.046623896E-1
2.418894523E1,-3.987275660E-1,-7.774055749E-2,-1.002550125E-1,4.184236295E-1
2.419713292E1,-1.822501868E-1,5.677779913E-1,1.176185608E-1,6.078002170E-1
2.420530426E1,-9.442609549E-2,3.639034629E-1,-1.672859192E-1,4.114931306E-1
2.421347626E1,-3.076652996E-2,-5.483791232E-2,1.104440689E-1,1.270892141E-1
2.422164792E1,-7.377117872E-3,-2.629076242E-1,-1.600999832E-1,3.079072025E-1
2.422981865E1,3.760175779E-2,-1.862278283E-1,2.780418396E-1,3.367520761E-1
2.423799026E1,1.949308962E-1,2.062146366E-1,-1.098136902E-1,3.042722090E-1
2.424616134E1,7.501390576E-2,2.656522393E-1,8.890914917E-2,2.900052329E-1
2.425433307E1,2.584839463E-1,1.358939558E-1,-7.389068604E-2,3.012323874E-1
2.426250680E1,-7.446009517E-1,-7.927865386E-1,-9.439888954E0,9.502338898E0
2.427067953E1,1.281281233E0,1.392389655E0,1.274941349E1,1.288906416E1
2.427885288E1,-1.655838847E0,1.555401206E0,-2.757905960E0,3.573110757E0
2.428702611E1,-2.117125839E-1,-1.339257002E0,-2.439511299E0,2.790993894E0
2.429519819E1,1.287678778E-1,-1.619401693E0,-1.378889084E0,2.130816303E0
2.430337080E1,5.581845343E-2,-3.412876725E-1,1.309792519E0,1.354676868E0
2.431154296E1,-1.651335061E-1,1.276343584E0,-4.834775925E-1,1.374799113E0
2.431971499E1,-2.044785395E-2,1.330180526E0,6.753292084E-1,1.491934277E0
2.432788703E1,-4.725764692E-1,-2.126274705E-1,7.437992096E-2,5.235182261E-1
2.433605946E1,4.096043706E-1,-8.325077295E-1,-5.624761581E-1,1.084999672E0
2.434423169E1,5.057204962E-1,-5.040541887E-1,1.797285080E-1,7.362921852E-1
2.435240261E1,1.086750105E-1,2.360578328E-1,3.688678741E-1,4.512173167E-1
2.436057442E1,-2.521026880E-3,9.156556726E-1,-5.313405991E-1,1.058656931E0
2.436874753E1,4.305341840E-1,3.810104132E-1,1.318721771E-1,5.898464967E-1
2.437691980E1,-1.970420405E-2,-5.114101768E-1,-1.171226501E-1,5.250203232E-1
2.438509311E1,3.914495558E-2,-5.251790285E-1,4.910039902E-1,7.200210121E-1
2.439326634E1,-4.264559150E-1,2.462343499E-2,3.371334076E-2,4.284945161E-1
2.440143861E1,-1.354317069E-1,5.189474821E-1,-1.171178818E-1,5.489670615E-1
2.440961134E1,-1.882091463E-1,3.814078569E-1,-2.188682556E-3,4.253227321E-1
2.441778530E1,1.528687775E-2,-6.976444274E-3,-1.362619400E-1,1.372941211E-1
